Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2022,CO,Colorado,Costilla,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,50.4,,,46.4,54.5,"3,628","2,957",8023,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-105.428087516472 37.278192662225)
2023,KS,Kansas,Grant,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,5.9,,,5.2,6.7,"7,147","4,979",20067,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-101.30797577292 37.5622733577485)
2023,VA,Virginia,Poquoson,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,6.6,,,4.7,8.7,"12,635","9,735",51735,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-76.3553874891113 37.1308258602584)
2023,GA,Georgia,Tattnall,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,82.4,,,79.8,84.7,"24,296","19,380",13267,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-82.0580042364248 32.0458230000891)
2023,MN,Minnesota,Scott,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,9.7,,,7.6,12.1,"155,814","116,237",27139,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,POINT (-93.5357741352851 44.648473755763)
2023,TX,Texas,Moore,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,29.0,,,25.8,32.3,"21,190","14,480",48341,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-101.893022217269 35.8377251925655)
2023,IA,Iowa,Boone,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,17.1,,,14.6,19.7,"26,590","21,104",19015,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-93.9315830366559 42.03649567412)
2023,MN,Minnesota,Winona,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,6.1,,,5.4,7.0,"49,721","41,197",27169,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-91.7792039182144 43.9868004157693)
2023,VA,Virginia,Williamsburg,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,8.0,,,6.9,9.3,"15,847","14,049",51830,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-76.7076124024334 37.2692766406108)
2023,IA,Iowa,Delaware,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,8.3,,,6.9,9.8,"17,600","13,528",19055,HLTHOUT,COPD,CrdPrv,COPD,POINT (-91.3670993505697 42.471259321315)
2023,IL,Illinois,White,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,6.4,,,5.5,7.4,"13,401","10,554",17193,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-88.1804872408152 38.0871887627669)
2023,IA,Iowa,Grundy,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Age-adjusted prevalence,32.9,,,27.7,38.1,"12,384","9,451",19075,SOCLNEED,LONELINESS,AgeAdjPrv,Loneliness,POINT (-92.7914478589169 42.4018595971534)
2023,TX,Texas,Jeff Davis,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,12.3,,,10.7,14.3,"1,856","1,764",48243,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-104.139649223358 30.7150345029534)
2023,CA,California,Mono,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,33.6,,,28.0,39.0,"13,066","10,809",6051,SOCLNEED,LONELINESS,CrdPrv,Loneliness,POINT (-118.887441843869 37.9391655989695)
2023,AR,Arkansas,Jefferson,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,83.5,,,81.0,85.8,"63,661","50,000",5069,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-91.9306504433258 34.2684876070299)
2023,AR,Arkansas,Marion,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,11.1,,,9.4,13.0,"17,514","14,236",5089,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-92.6845075082366 36.2686505271229)
2023,KS,Kansas,Sherman,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Age-adjusted prevalence,9.0,,,7.6,10.5,"5,844","4,429",20181,SOCLNEED,SHUTUTILITY,AgeAdjPrv,Utility Services Threat,POINT (-101.719768412866 39.3514737729657)
2023,AL,Alabama,St. Clair,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,4.7,,,4.0,5.4,"95,552","74,442",1115,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-86.3145905166032 33.7153193943775)
2023,NE,Nebraska,Webster,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,76.2,,,72.5,79.8,"3,351","2,578",31181,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-98.5000164412109 40.1764244981952)
2022,IN,Indiana,Dubois,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.5,,,10.0,15.3,"43,546","33,017",18037,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-86.87967418654 38.3641061248825)
2023,AK,Alaska,Wrangell,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,18.3,,,15.4,21.6,"2,064","1,686",2275,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-132.033291099899 56.3275352874816)
2023,IL,Illinois,Henry,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,13.9,,,11.6,16.5,"48,448","38,043",17073,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-90.1311470026437 41.3531967727209)
2023,MN,Minnesota,Rock,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,6.5,,,5.6,7.4,"9,551","7,310",27133,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-96.2532226133985 43.6747242250722)
2023,TX,Texas,Henderson,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,24.0,,,21.1,27.3,"86,158","67,684",48213,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-95.8540770881773 32.2120534622244)
2023,WA,Washington,Grant,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,17.8,,,15.8,20.0,"102,678","74,081",53025,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-119.45181497833 47.2055949580823)
2022,AL,Alabama,Lauderdale,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.6,,,66.4,81.5,"96,814","78,262",1077,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-87.6540983850983 34.9014438477101)
2023,OK,Oklahoma,Canadian,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,9.5,,,7.5,11.7,"175,829","131,131",40017,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-97.9821562348265 35.5423317053672)
2022,TX,Texas,Smith,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,70.0,,,61.6,77.5,"245,209","186,274",48423,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-95.2689903320297 32.3753231431175)
2023,SD,South Dakota,Tripp,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,22.4,,,18.9,26.4,"5,621","4,341",46123,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-99.8839778474528 43.346001016691)
2023,MN,Minnesota,Roseau,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.8,,,10.0,13.7,"15,252","11,622",27135,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-95.8109214418466 48.7750568516818)
2023,LA,Louisiana,LaSalle,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,78.0,,,74.3,81.5,"14,800","11,610",22059,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-92.1603721842507 31.677291731354)
2023,MO,Missouri,Vernon,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,40.7,,,36.6,44.8,"19,710","15,019",29217,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-94.3421893986098 37.8506373208135)
2023,OH,Ohio,Licking,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,34.2,,,29.1,39.6,"183,201","141,689",39089,SOCLNEED,LONELINESS,CrdPrv,Loneliness,POINT (-82.4830744738759 40.0915299705467)
2022,SC,South Carolina,Darlington,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,38.9,,,33.1,45.0,"62,416","48,521",45031,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-79.9574988177176 34.3325804041033)
2023,TN,Tennessee,Humphreys,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,10.5,,,8.8,12.2,"19,209","15,251",47085,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-87.7755303561665 36.041205154577)
2022,WI,Wisconsin,Eau Claire,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,37.3,,,31.9,42.9,"107,903","86,787",55035,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-91.2860572491138 44.7267727831359)
2023,MN,Minnesota,Douglas,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,7.6,,,5.7,9.6,"39,953","31,487",27041,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-95.4535825970657 45.9337244645852)
2023,AL,Alabama,Colbert,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,38.6,,,34.4,43.0,"58,361","45,890",1033,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-87.8049657872681 34.7004396828047)
2023,TN,Tennessee,Henry,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,20.6,,,17.7,23.7,"32,554","26,072",47079,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-88.3011213574878 36.3321762008328)
2023,ID,Idaho,Clark,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,23.0,,,19.2,26.9,801,612,16033,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-112.351741906429 44.2840300339483)
2022,AK,Alaska,Petersburg,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,53.1,,,47.9,58.3,"3,427","2,729",2195,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-132.936273558469 57.1215033506989)
2023,TX,Texas,Crosby,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,6.6,,,5.8,7.4,"4,917","3,652",48107,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-101.300045578323 33.6145591482594)
2023,WV,West Virginia,Fayette,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,22.2,,,17.9,26.7,"39,072","31,056",54019,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-81.08077484784 38.0286989649594)
2023,IN,Indiana,Putnam,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,8.3,,,6.9,9.7,"37,567","30,179",18133,HLTHOUT,COPD,CrdPrv,COPD,POINT (-86.8449281371974 39.6662001889294)
2023,ND,North Dakota,Burleigh,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,8.5,,,6.6,10.7,"100,012","76,833",38015,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,POINT (-100.468920390691 46.9775169860994)
2023,IA,Iowa,Monroe,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,13.3,,,11.3,15.3,"7,504","5,790",19135,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-92.8690276978932 41.0298685379331)
2022,TN,Tennessee,Tipton,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,16.7,,,13.5,20.2,"62,015","47,484",47167,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-89.7563412718672 35.4973069158235)
2023,MT,Montana,Powder River,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,2.8,,,2.4,3.2,"1,743","1,437",30075,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-105.630011231967 45.3950397009562)
2023,FL,Florida,Union,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,17.3,,,14.1,20.9,"15,532","12,084",12125,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-82.3713281378981 30.0440284848394)
2023,NM,New Mexico,Quay,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,23.6,,,19.9,27.7,"8,510","6,759",35037,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,POINT (-103.549883052863 35.1039884429704)
2022,NM,New Mexico,Valencia,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,58.2,,,54.4,62.0,"79,141","61,087",35061,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-106.808801689614 34.715292608863)
2023,LA,Louisiana,Terrebonne,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,41.4,,,37.5,45.7,"103,616","77,948",22109,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-90.8657321602458 29.409564203324)
2023,TN,Tennessee,Davidson,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,59.9,,,55.6,64.1,"712,334","566,997",47037,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication,POINT (-86.7844516139432 36.1693282530084)
2022,IN,Indiana,Crawford,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,22.3,,,18.8,27.4,"10,438","8,319",18025,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-86.4517048200558 38.2922407682641)
2023,OH,Ohio,Warren,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.0,,,4.6,7.6,"252,148","192,654",39165,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-84.1666616383255 39.4277223308555)
2023,MS,Mississippi,Covington,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,23.7,,,20.1,27.5,"18,059","13,606",28031,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-89.552615522903 31.6333020921756)
2023,KS,Kansas,Comanche,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,12.3,,,10.4,14.4,"1,655","1,267",20033,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-99.2713364764272 37.1911879051911)
2023,TX,Texas,Lavaca,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,5.3,,,4.7,6.1,"20,571","15,741",48285,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-96.9301548131153 29.3843959612115)
2023,NJ,New Jersey,Monmouth,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,19.5,,,16.3,23.1,"642,799","510,015",34025,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-74.2208638905563 40.2604596957946)
2022,TX,Texas,Upshur,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,54.0,,,48.5,59.3,"43,281","32,998",48459,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-94.941027062863 32.7365155244404)
2023,GA,Georgia,Charlton,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,7.8,,,6.9,8.8,"12,934","10,660",13049,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-82.1375085665109 30.781754397392)
2023,TX,Texas,Jasper,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.9,,,3.4,4.3,"32,694","25,039",48241,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-94.024938176816 30.743798480651)
2023,IL,Illinois,Tazewell,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,5.9,,,5.1,6.7,"129,541","101,480",17179,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-89.5134097940558 40.5075460073332)
2022,NM,New Mexico,Eddy,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,11.3,,,9.1,13.8,"60,275","44,384",35015,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-104.30411650348 32.4715227070044)
2023,IL,Illinois,Hamilton,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,17.5,,,14.6,20.7,"7,911","6,144",17065,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-88.5390680927951 38.0815781203156)
2023,SD,South Dakota,Sully,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,12.4,,,10.7,14.2,"1,494","1,195",46119,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-100.132205430903 44.7153191297271)
2022,NC,North Carolina,Craven,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,69.0,,,64.0,74.0,"102,391","80,675",37049,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-77.0916632156451 35.1237779325124)
2022,NJ,New Jersey,Essex,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,40.4,,,36.5,44.3,"851,117","652,264",34013,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-74.2472201241648 40.7873099971697)
2023,KS,Kansas,Harper,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,11.0,,,8.5,13.8,"5,435","4,018",20077,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-98.0755750479481 37.1916643247939)
2023,MO,Missouri,Pulaski,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,82.2,,,79.5,84.6,"53,812","42,066",29169,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-92.2076725320903 37.8246506981251)
2023,AL,Alabama,Jefferson,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,24.5,,,21.2,27.9,"662,895","511,715",1073,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,POINT (-86.896632302754 33.554557948471)
2022,OH,Ohio,Preble,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,36.8,,,29.7,44.0,"40,556","31,595",39135,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-84.647965894182 39.7415985069018)
2023,TX,Texas,Calhoun,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,34.8,,,27.2,43.2,"19,696","15,174",48057,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-96.6045764033046 28.5035343577971)
2023,NC,North Carolina,Hertford,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,12.4,,,10.9,14.1,"19,453","15,694",37091,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-76.9818607276757 36.3588871196747)
2023,TN,Tennessee,Bledsoe,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,21.0,,,18.4,23.6,"15,060","12,741",47007,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-85.2048458070841 35.5967339198505)
2023,VA,Virginia,Norton,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,11.8,,,10.4,13.4,"3,492","2,702",51720,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-82.6294619312556 36.9308310308693)
2023,MT,Montana,Powell,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,9.2,,,7.8,10.8,"7,133","6,094",30077,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-112.936298354733 46.8565994414636)
2023,NV,Nevada,Elko,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,71.1,,,67.4,74.5,"54,293","40,093",32007,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,POINT (-115.357816697339 41.146014947299)
2023,IL,Illinois,Marshall,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,87.7,,,85.6,89.6,"11,683","9,285",17123,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-89.3446681907835 41.0331708888478)
2022,IN,Indiana,Crawford,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,70.4,,,62.8,79.1,"10,438","8,319",18025,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-86.4517048200558 38.2922407682641)
2023,MO,Missouri,Oregon,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,12.9,,,11.1,14.9,"8,720","6,668",29149,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-91.4032773357883 36.6867003170786)
2023,IA,Iowa,Buchanan,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,7.2,,,6.0,8.4,"20,691","15,459",19019,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-91.8374750492687 42.4709698505337)
2023,VA,Virginia,Fredericksburg,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,21.7,,,19.1,24.6,"28,928","22,830",51630,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-77.4875497086418 38.2989044049253)
2023,MO,Missouri,Pike,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,15.8,,,13.4,18.4,"17,935","13,889",29163,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-91.1713677633838 39.343794479913)
2023,FL,Florida,Wakulla,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,7.8,,,6.4,9.2,"36,449","28,876",12129,HLTHOUT,COPD,CrdPrv,COPD,POINT (-84.4003829341659 30.167069730405)
2023,GA,Georgia,Taliaferro,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,30.3,,,25.9,34.9,"1,609","1,312",13265,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-82.8790113876123 33.565904432115)
2022,IA,Iowa,Wayne,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,31.6,,,25.2,38.4,"6,557","4,850",19185,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-93.3274398578025 40.7395430082683)
2022,MS,Mississippi,Hinds,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,20.5,,,17.0,24.2,"214,870","165,112",28049,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-90.4426741235189 32.2664742457034)
2023,ND,North Dakota,Pembina,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.5,,,21.3,31.8,"6,661","5,261",38067,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-97.5515587492834 48.7673003876886)
2023,MT,Montana,Sheridan,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,84.3,,,81.9,86.5,"3,498","2,775",30091,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-104.504661923628 48.7209969285312)
2022,IN,Indiana,Pike,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,60.2,,,56.4,64.0,"12,106","9,417",18125,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-87.2321871082488 38.3988569399369)
2023,KS,Kansas,Hodgeman,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,28.5,,,25.2,32.4,"1,655","1,265",20083,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-99.8982155444157 38.087845788985)
2023,OH,Ohio,Brown,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,12.7,,,10.1,15.2,"43,777","33,846",39015,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity,POINT (-83.8672503844998 38.933768273729)
2023,MN,Minnesota,Red Lake,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.9,,,20.5,27.6,"3,911","2,973",27125,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-96.0956349182591 47.8716783851504)
2022,KY,Kentucky,Lawrence,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,52.3,,,48.3,56.2,"16,000","12,165",21127,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-82.7348687502246 38.0677301038054)
2022,MI,Michigan,Chippewa,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,16.8,,,13.7,20.2,"36,264","29,773",26033,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-84.5634389539061 46.3005571527328)
2023,MO,Missouri,Howard,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,7.3,,,6.4,8.4,"10,101","7,943",29089,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-92.6963287905208 39.1425662415818)
2022,MD,Maryland,Wicomico,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,69.9,,,66.0,72.9,"104,800","81,312",24045,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-75.6215195926947 38.3727886353365)
2023,WV,West Virginia,Mineral,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,3.4,,,2.9,4.0,"26,867","21,526",54057,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-78.9438660349927 39.4145638145152)
2023,TX,Texas,Mason,BRFSS,Disability,Any disability among adults,%,Crude prevalence,34.0,,,29.8,38.0,"3,931","3,203",48319,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-99.2261459590745 30.717708287216)
2023,CA,California,Napa,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,6.0,,,5.0,7.1,"133,216","107,838",6055,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,POINT (-122.330692396629 38.5067022702407)
2023,OH,Ohio,Fayette,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.4,,,7.1,12.2,"28,817","22,051",39047,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-83.4560989933978 39.559992354904)
2023,TN,Tennessee,Coffee,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,77.6,,,73.9,81.3,"60,633","46,066",47031,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-86.0758164939626 35.4904113373197)
